,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cameroon,CMR,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,
Cameroon,CMR,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,
Cameroon,CMR,"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,,,,,18.7,,,,,28.5,,33.7,,,43.8,
Cameroon,CMR,"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,0.9,,,,,0.9,,0.9,,,0.9,
Cameroon,CMR,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.3,57.1,56.8,56.4,56,55.6,55.1,54.5,54,53.5,52.9,52.4,51.9,51.3,50.6,50,49.5,,,,,
Cameroon,CMR,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.842007345,4.826107597,4.82079513,4.77387521,4.735730364,4.657880715,4.612040728,4.524427179,4.44218765,4.373811993,4.304498393,4.256417636,4.155089634,4.053625751,3.96018395,3.96254257,3.909395213,3.781573817,3.734432572,3.63970581,3.485208504,3.320650947,3.184485959,3.078390402,2.989368401,2.888392618,
Cameroon,CMR,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,21,21,21,21,22,22,23,23,23,23,24,25,25,25,26,26,27,27,29,30,31,32,33,35,
Cameroon,CMR,Number of maternal deaths,SH.MMR.DTHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,4000,4200,4200,4400,4400,4500,4600,4700,4800,4900,5100,5100,5200,5200,5300,5400,5400,5500,5500,5400,5300,5200,5100,5100,5100,
Cameroon,CMR,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,66,,58,,,,,23.1,,,38.2,,
Cameroon,CMR,Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1.1,,13,,,,,21,,,54.8,,
Cameroon,CMR,"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.1,,,,,515.7,,,,,321.8,,,,,264.2,
Cameroon,CMR,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,,,
Cameroon,CMR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.033799093,,,,,0.037062224,,,,,0.034000002,,,,,0.071999997,,,,0.071099997,,,,,,,,,,0.083800003,0.082400002,,0.083700001,0.072899997,,,0.074,,,,,,,,0.192,0.064,,0.078,,0.077,,,,,,,
Cameroon,CMR,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.598,0.411,,0.487,,0.438,,,,,,,
Cameroon,CMR,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.00226593,,,,,,,,,,1.75150001,,,,,2.465899944,,,,,,,,,,,,,,2.59829998,2.553299904,,,,,,,,,,,,,,,,1.5,,,,1.3,,,,,,
Cameroon,CMR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,16,21,25,31,39,44,44,48,56,56,48,37,32,38,46,39,43,47,46,49,51,53,61,64,68,73,74,80,74,79,76,82,83,80,79,
Cameroon,CMR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,,,,,5,15,25,27,33,39,44,50,56,48,42,37,37,38,46,46,48,56,59,62,63,66,73,73,80,81,82,84,80,84,82,85,89,87,84,
Cameroon,CMR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,81,82,84,80,84,82,85,89,87,84,
Cameroon,CMR,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,48,56,72,69,82,
Cameroon,CMR,Incidence of HIV (% of uninfected population ages 15-49),SH.HIV.INCD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.64,0.71,0.76,0.78,0.79,0.78,0.75,0.71,0.67,0.63,0.59,0.56,0.53,0.5,0.47,0.45,0.43,0.42,0.41,0.4,0.4,0.39,0.38,0.37,0.36,
Cameroon,CMR,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000,39000,45000,49000,53000,55000,56000,56000,56000,55000,54000,53000,51000,50000,49000,48000,47000,47000,46000,46000,45000,46000,46000,46000,45000,44000,
Cameroon,CMR,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3700,4500,5300,6100,6800,7500,8100,8600,9000,9300,9500,9500,9500,9400,9400,9100,9000,8500,8100,6500,6900,6700,6000,5600,4100,
Cameroon,CMR,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,36000,40000,44000,47000,48000,49000,48000,47000,46000,45000,43000,42000,41000,39000,38000,38000,38000,37000,38000,38000,39000,40000,40000,40000,40000,
Cameroon,CMR,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,5,5,8,11,13,16,18,21,22,24,27,
Cameroon,CMR,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.1,1.2,1.3,1.4,1.5,1.6,1.6,1.6,1.5,1.5,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,
Cameroon,CMR,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.8,2.1,2.4,2.7,2.9,3,3.1,3,3,2.9,2.8,2.7,2.5,2.4,2.3,2.2,2.1,2,2,2,1.9,1.9,1.9,1.9,1.9,
Cameroon,CMR,Children (0-14) living with HIV,SH.HIV.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400,7200,9200,12000,14000,17000,20000,23000,26000,29000,31000,34000,37000,39000,41000,42000,43000,44000,45000,45000,44000,44000,43000,42000,41000,39000,
Cameroon,CMR,Improved water source (% of population with access),SH.H2O.SAFE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3,52.3,53.4,54.4,55.5,56.5,57.6,58.6,59.7,60.7,61.7,62.8,63.8,64.9,65.9,66.9,68,69,70,71,72.1,73.1,74.1,75.1,75.4,75.6,
Cameroon,CMR,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3,79,79.8,80.5,81.2,81.9,82.6,83.3,84.1,84.8,85.5,86.2,86.9,87.6,88.4,89.1,89.8,90.5,91.2,91.9,92.6,93.4,94.1,94.8,94.8,94.8,
Cameroon,CMR,"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,34.4,35.2,36,36.9,37.7,38.5,39.4,40.2,41,41.9,42.7,43.5,44.4,45.2,46,46.9,47.7,48.5,49.4,50.2,51,51.9,52.7,52.7,52.7,
Cameroon,CMR,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,17.7,,,,,,28.1,,,,,,,30.8,,,40.2,,
Cameroon,CMR,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,40.5,40.4,40.2,40,39.7,39.3,38.6,37.5,36.1,34.7,33.5,32.5,31.7,31.1,30.7,30.2,29.6,29,28.5,28.1,27.5,26.9,26.5,26.1,25.7,
Cameroon,CMR,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,22,,,,,22,,,,,22,
Cameroon,CMR,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.6,,,,,,,,,,158.6,,,,,,,,,,111.3,,,,,93.5,
Cameroon,CMR,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9,,,,,,,,,,141.8,,,,,,,,,,98.1,,,,,81.7,
Cameroon,CMR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,281.6,275.7,271.1,267.2,262.8,257.3,250.4,242,232.3,222.5,213,204.7,198.4,194.3,192,191.1,190.9,190.4,188.7,185.8,181.6,176.3,170.1,163.4,156.6,150.2,144.7,140.7,138.1,137.2,138,140,142.8,146,149,151.8,154,155.3,155.3,153.8,150.4,145.7,140.2,134.7,129.6,125.1,120.7,116.6,112.8,109,104.8,101,97.4,93.9,90.6,87.9,
Cameroon,CMR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.5,3,3.5,3.9,4.3,4.7,5,5.2,5.3,5.4,5.4,5.4,5.3,5.3,5.2,5.1,5,4.9,4.9,4.8,4.8,4.7,4.6,4.6,4.5,
Cameroon,CMR,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.17862495,53.98714462,54.67737484,55.24513429,55.72795733,56.12025794,56.4484915,56.73202505,56.96144066,57.1511662,57.31084131,57.44650714,57.56249015,57.66144776,57.74226471,57.79296778,57.8231348,57.84517338,57.8526864,57.84652656,57.84227091,57.86997883,57.96704438,58.42834165,58.86906495,59.23978019,
Cameroon,CMR,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21149,21444,21813,22142,22474,22747,22929,22926,22683,22270,21876,21630,21532,21562,21687,21890,21894,21773,21613,21521,21509,21329,21157,21143,21118,21071,
Cameroon,CMR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,,,,,27.3,,,,,31.4,,,,,34.4,
Cameroon,CMR,Number of under-five deaths,SH.DTH.MORT,61640,62036,62834,63874,64783,65355,65479,64833,63578,62226,61027,60204,59931,60358,61424,63085,65056,66866,68246,69280,69980,70338,70314,69940,69264,68470,67848,67569,67744,68701,70624,73282,76403,79810,83171,86507,89564,92038,93730,94571,94332,93398,91919,90358,88892,87618,86221,84665,83054,81359,79323,77598,75910,74208,72574,71348,
Cameroon,CMR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,8.6,,,,,9.8,,,,,10.3,
Cameroon,CMR,Number of infant deaths,SH.DTH.IMRT,36527,36765,37340,38091,38779,39196,39104,38688,37981,37252,36678,36216,36176,36564,37288,38358,39441,40499,41408,42160,42796,43205,43545,43647,43519,43282,42860,42679,42800,43298,44353,45789,47519,49431,51343,53244,54883,56254,57324,57939,58028,57753,57196,56594,56051,55508,54610,53782,52768,51947,50648,49922,49046,48149,47365,46762,
Cameroon,CMR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5,,,,,64.1,,,,,58.7,,,,,55.2,
Cameroon,CMR,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,,,,,,51.9,,,,,,,64.1,,,,,
Cameroon,CMR,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,24,,,,,,,30,,,,,
Cameroon,CMR,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,47.3,47.2,46.9,46.7,46.3,46,45.7,45.5,45.3,45.1,44.8,44.4,43.7,42.7,41.6,40.7,,,,,
Cameroon,CMR,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.4,77.2,76.8,76.5,76,75.4,74.8,74.2,73.4,72.7,71.9,71.2,70.5,69.9,69.2,68.4,67.6,66.7,65.7,64.8,64,63.3,,,,,
Cameroon,CMR,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6,48.4,48.2,47.9,47.6,47.3,46.9,46.6,46.3,46.1,45.9,45.6,45.2,44.5,43.5,42.4,41.5,,,,,
Cameroon,CMR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,
Cameroon,CMR,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3,,,,,,,14.1,,,,,
Cameroon,CMR,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6,,,,,,,46.5,,,36.1,,
Cameroon,CMR,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,37.4,,,,,
Cameroon,CMR,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,,,,,,,26.5,,,,,
Cameroon,CMR,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,,,,,,,13.6,,,,,
Cameroon,CMR,Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,,,,,,,20.7,,,,,
Cameroon,CMR,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),SG.VAW.1549.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,,,,,
Cameroon,CMR,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),SG.NOD.CONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no),SG.MMR.LEVE.EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,
Cameroon,CMR,Legislation exists on domestic violence (1=yes; 0=no),SG.LEG.DVAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
Cameroon,CMR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),SG.LAW.NODC.HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,
Cameroon,CMR,Law mandates paid or unpaid maternity leave (1=yes; 0=no),SG.LAW.LEVE.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,
Cameroon,CMR,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
Cameroon,CMR,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30800000,,,,,90000000,,,,,0,,,,,,,,,,,,
Cameroon,CMR,Investment in telecoms with private participation (current US$),IE.PPI.TELE.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12700000,95000000,54400000,66000000,89000000,61000000,29000000,63000000,149400000,211000000,278000000,233000000,252200000,263300000,75800000,467000000,,
Cameroon,CMR,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70300000,21500000,,,0,440000000,0,0,126000000,342000000,,1750000000,,,,
Cameroon,CMR,Procedures to build a warehouse (number),IC.WRH.PROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,12,12,12,12,14,15,15,15
Cameroon,CMR,Time required to build a warehouse (days),IC.WRH.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,199,184,184,227,189,189,189,158,151,150,135
Cameroon,CMR,Total tax rate (% of commercial profits),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6,50.8,50.8,50.4,48.8,48.8,48.8,48.8,48.8,48.8,48.8,57.7
Cameroon,CMR,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,30,30,38.9
Cameroon,CMR,Tax payments (number),IC.TAX.PAYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,45,44,44,44,44,44,44,44,44
Cameroon,CMR,Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5
Cameroon,CMR,Number of visits or required meetings with tax officials,IC.TAX.METG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,4.4,,,,,,,3.6
Cameroon,CMR,Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,18.3,18.3,18.3
Cameroon,CMR,Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4,,,30.8,,,,,,,20.4
Cameroon,CMR,Time to prepare and pay taxes (hours),IC.TAX.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,654,654,654,654,654,654,654,630,630,630,630
Cameroon,CMR,"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,11,10,6,5,5,5,5,5,5
Cameroon,CMR,"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,12,11,7,6,6,6,6,6,6
Cameroon,CMR,Start-up procedures to register a business (number),IC.REG.PROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,12,11,7,6,6,6,6,6,6
Cameroon,CMR,"Time required to start a business, male (days)",IC.REG.DURS.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,45,38,38,35,19,15,15,15,15,15,15
Cameroon,CMR,"Time required to start a business, female (days)",IC.REG.DURS.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,45,38,39,36,20,16,16,16,16,16,16
Cameroon,CMR,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,45,38,38.5,35.5,19.5,15.5,15.5,15.5,15.5,15.5,15.5
Cameroon,CMR,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,183.3,172.1,150.9,143.5,151.7,128.6,46.2,40.4,36,36.4,34.6,33,32.2
Cameroon,CMR,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,183.3,172.1,150.9,143.5,151.5,128.4,46,40.2,35.8,36.2,34.3,32.7,32
Cameroon,CMR,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,183.3,172.1,150.9,143.5,151.9,128.8,46.4,40.6,36.2,36.6,34.8,33.2,32.4
Cameroon,CMR,Procedures to register property (number),IC.PRP.PROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5
Cameroon,CMR,Time required to register property (days),IC.PRP.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,93,93,93,93,93,93,93,93,86,86,86,86
Cameroon,CMR,Time required to enforce a contract (days),IC.LGL.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,800,800,800,800,800,800,800,800,800,800,800,800,800
Cameroon,CMR,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6
